,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
124701,77393.0,0.431515622740435,-1.67749361651881,0.678912901233377,0.582496638962166,-1.63959873196668,-0.252535851875204,-0.149595284539759,-0.0230746281015424,1.23105975666011,-0.625784822063248,-0.870036002649953,0.335884559964569,-0.436362467390781,-0.368006620833448,-0.199145288227871,-0.0445621771502591,0.184398249862701,-0.497547219726574,0.339860782536711,0.713178798893679,0.0050779908583279,-0.665109841299973,-0.269303281029378,0.479860510074101,-0.0281761403897847,0.900705159973082,-0.113127452058169,0.0836470330463589,412.04,0
226807,144806.0,-0.111854170724349,0.95848162585872,0.239990123003199,-0.883942766371558,0.806219641892201,-0.471133445418844,1.17225993202184,-0.280066094859718,-0.0893741255505057,0.237350451218614,0.801742013823913,1.15068273978644,0.886299109369452,-0.170443375652397,-1.08903489978888,-0.0047332347194549,-0.88921074284734,-0.392546366341933,0.224195594162783,0.23348685351371,-0.29685269798231,-0.414492132123915,-0.0152890156790038,-0.380291891471843,-0.43396556570378,0.119498418612333,0.198572943549658,-0.0803233833825444,9.99,0
130256,79317.0,0.766730543202142,-1.16258815271961,0.598152065327394,0.4183766858657,-0.975730345028617,0.734838827011771,-0.64366824780672,0.291593285922531,-0.984189454381846,0.771900993292104,1.45987497707462,0.65628581668212,0.114977832274727,0.313408537422475,0.953345464220513,-1.45768477565129,-0.0086336297311077,1.20597398625819,-1.83421565867592,-0.155753596884668,-0.0004438714304457,0.0519769045266094,-0.134317375009891,-0.310635424915938,0.145326094722829,-0.285650661320496,0.0575279388329837,0.0570926858273909,223.15,0
41280,40620.0,-1.14496603595625,-0.437925521663573,2.72725318675758,-1.00729575659868,0.210505827584029,0.651850165289364,-0.276295710312476,0.507676131453905,0.745213283096355,-0.860019670023567,0.873799338999918,-0.0400240128256637,-2.34700004260178,-0.233058782174822,-0.820126357741094,-0.354536922222964,0.254456277018644,-0.719045642509408,-0.462580826382505,-0.0438188823507128,-0.108680300811679,-0.196481827492855,-0.0860640906022258,-0.269779928941086,-0.0991404749474558,0.874613841771993,-0.185187105000628,-0.179611918829606,16.0,0
255101,157064.0,1.84460192336813,-0.0510824102155023,-1.69080576681798,1.46593889677482,0.359141448800158,-1.10832082553062,0.791471170819208,-0.461617177042822,0.144800959949845,0.204801561366547,-0.919377632068337,0.488935055981526,0.0559917942197952,0.495283044509394,-0.539834410971313,-0.741028897493079,-0.141062179283721,-0.67813664322191,-0.256169933680161,-0.0881989331919796,0.111220510724839,0.348693714780772,-0.0895322795120795,0.0055022210879328,0.433261949611254,-0.500658600889876,-0.0307045794085712,-0.044763110897812,103.99,0
63221,50613.0,1.04984196791861,0.0107889770530914,1.34121954786538,1.20949452959762,-0.929693641240116,-0.173618070521786,-0.528966874434906,0.112723888365772,0.070687722199204,0.127329457968484,1.58877742469476,1.44445725662121,1.01670099743652,-0.0231536030238739,0.605958778731152,0.7877411553145,-0.947119970794922,0.680052303474535,-0.523659273309023,0.0207242222953823,0.21753779746955,0.596042866973381,-0.0422456533692816,0.565639452008172,0.303812646309096,-0.384554773902744,0.059665731469044,0.0410803374727374,41.8,0
19357,30210.0,-0.436689207577467,0.0718423643825957,2.54364672006471,-3.08656850886019e-05,-0.558227674361266,1.47452441972258,-0.685808889831909,0.584584779860376,0.971230385233852,-0.717425765813071,-0.780312424203788,0.663059537675606,-0.115404511505737,-1.09084457600739,-1.91991471015088,-0.282353457489453,0.091053107854715,0.603655830076859,2.19436452665364,0.0970168481394866,-0.065782053102023,0.273989466063608,-0.396706181697625,-0.71550702219215,-0.0859043027142139,1.26128647722499,0.100383824653378,0.0836961123794913,1.0,0
219621,141804.0,2.02525029304516,-0.294220045097342,-2.1610337137332,0.167348538269568,0.373425542080477,-1.02945741320837,0.461309567205453,-0.236212999783332,0.316427652845867,0.372619399834263,0.149020646877414,-0.486594408649698,-2.62608501302214,1.25957276709011,-0.67884841371897,-0.270813802557954,-0.268846518509874,0.0393144489057538,0.534385681842154,-0.30402604416217,0.120337679781224,0.324461700588065,-0.0842123469403689,-0.440924413517547,0.263122245763293,0.842108785097289,-0.146239816923038,-0.100257661298589,39.98,0
49228,43965.0,-0.681017062582334,0.445649068867507,2.09820414613353,-0.57279666491636,-0.770959836708207,0.767105393101462,0.202330287835028,0.233773669294043,0.317921948685154,-0.638367178159206,1.15015748903208,1.51133434786168,0.764261713022889,-0.70544352582869,-1.04648013304832,-0.360874334358407,0.111368056179127,-0.549939855094055,0.556480119919233,-0.0460813259981047,-0.048803602798904,0.0860977019968593,-0.0527507084119715,0.115982650048058,-0.419644596261259,0.886870663434442,-0.190867221892917,0.0154819985470057,75.46,0
276864,167338.0,-1.37442438802593,2.79318461104641,-4.34657205544607,2.40073141993213,-1.68843271426041,0.111136092520939,-0.922037621262745,-2.14992997529601,-2.02747375610927,-4.39084192218279,1.24195817554592,-3.91052150018815,-1.22563629923953,-4.69799687128777,0.676108304106939,-2.07706554161602,-2.68352089790884,-0.525949332550218,0.42234244481934,0.650195855719888,-0.870778521555015,0.50484915999462,0.13799426850986,0.36827456897565,0.103136654803567,-0.414208828090744,0.454981584858352,0.0967109642319915,349.08,1
8889,12186.0,1.30078720528917,0.423034552562703,-0.0091990757822089,0.5012567637877,0.374139089114356,-0.0215932153132773,-0.102263936319333,-0.089708328000648,1.06465113563294,-0.496472087664656,1.61788227954892,-1.7114416150022,2.46942093776232,1.17715443714252,-0.311762299499815,0.963536111659771,0.0239700837063131,0.79111158619914,0.325160976461477,-0.0459088530779434,-0.458186201634725,-1.07869853047852,-0.0207348700907392,-0.925811622510653,0.33545912334047,0.109263947564579,-0.0518218650100281,0.0032693764212979,0.89,0
154670,102489.0,-2.29698749921502,4.06404334190313,-5.95770634516933,4.68000806392241,-2.08093759960382,-1.46327216002463,-4.49084686931735,1.02924628254192,-1.59324925133839,-8.99381088354112,7.86446740028511,-10.6498396512844,1.82659101647783,-12.9136317373077,-0.766330314740752,-7.95409770929125,-7.80963509977466,-1.71851117214548,3.83298514230067,1.26495379665956,1.08908418394041,0.975397809530551,-0.62553033358642,-0.535180928107126,0.247435028956319,0.160399507909509,0.969581605226584,0.335041293733825,104.0,1
109479,71403.0,1.24841285111402,-1.58134263598644,1.1581276807273,-1.28447358082926,-1.77989331093512,0.902530841973897,-1.80031510534993,0.460151060379603,-1.24574736082944,1.32622272665237,1.19792798916029,0.0067495272203762,-0.068521778276803,-0.622116605908757,-0.380598111622105,-0.855487816211335,1.06463943307083,-0.306475681164237,-0.525908844674771,-0.338945980621603,-0.116013997039266,0.167483174474274,0.0855008679588301,-0.307572853065648,0.0428067620733133,-0.155896470950146,0.0988360620085653,0.0213302768678829,51.0,0
41395,40662.0,-4.44684654752268,-0.0147931576652609,-5.12630699550863,6.94512997633611,5.26925534782033,-4.29717716297717,-2.59124168468427,0.342670615268881,-3.88066304488519,-3.97652513857503,5.73008435556377,-5.03186814827248,-1.13543910933334,-10.7870505700202,0.265456230525684,-1.10421746262461,0.636412737308571,0.994101368746143,-0.688720555143152,-0.108006422684084,0.247912823388783,-0.0495861794607239,-0.226016961592253,-0.401235601042542,0.856123603036307,0.661272426708284,0.492559738814261,0.971834350005126,1.0,1
8573,11557.0,-0.464030598084881,0.416044784633963,1.13905763815803,-1.11783164566124,0.585009406288744,0.609004095364465,0.299711847866099,0.216779719386705,1.60173924952807,-1.17993976365344,-0.145729293971874,-3.16707771555715,-0.104265520288648,1.52559990258171,-1.99593259621426,0.490863012926418,-0.0547647317389761,0.953112898061519,0.800386579473086,-0.149772711000535,-0.247573632082529,-0.430484486964416,-0.405941959028278,-1.41991758567731,0.113127269465271,1.02556727651615,-0.0371713550062021,0.0566338363808432,20.3,0
235644,148479.0,-1.541678492331,3.8467996764866,-7.60411417332843,3.12145858452036,-1.25492417272895,-2.08487507838532,-2.38502692521029,1.47113982318282,-2.53050724987995,-5.17565967956169,1.92718574923744,-6.01115469172088,-1.19560144211912,-6.74556131619148,-0.0580910805508333,-4.3251322468452,-5.55806727496643,-1.58053122025709,0.971906321717639,0.114760087792356,1.09640466568909,1.0642221648192,0.0653703316207609,0.257209437635477,-0.693653969054163,-0.335701711683891,0.577051520346345,0.398348367999506,122.68,1
35162,37995.0,1.14563626466634,-0.756837448833374,-0.544088927486096,-0.864547927038735,1.27495759967031,3.771445304776,-1.16975755908664,1.00103876394988,0.766578110721746,-0.233862820967545,-0.342382028283376,0.145530507387161,0.114007631718317,-0.194994131533561,0.890315199390033,0.69970107234314,-0.752462513873686,0.341585675976305,0.292341166362726,0.20508020170492,0.0601441756144945,0.0232718875610766,-0.124592593457147,1.09945031134322,0.34744250952105,1.11649099148224,-0.0462029204861767,0.0205484969026106,76.6,0
9775,14490.0,1.14496484237256,-0.213611768172547,0.914177734974427,0.223287783188563,-0.833900582285547,-0.194539032178385,-0.726640128364945,0.165588419299241,1.71223228509992,-0.346642183924134,2.4580984639476,-2.41548930868165,-0.0215457629934802,2.04472329513252,0.300271485167727,0.410498422547028,0.491186655319885,0.340862576700632,-0.537380664621218,-0.215068938849132,0.0069123208801486,0.195980407986802,0.0472532205281574,0.208015598445865,0.0204920443868075,1.03592863167491,-0.0874748686112221,-0.0091910095842954,15.95,0
8202,11050.0,-0.636656830868588,1.0560839886981,1.92873136450969,-0.560109115235209,-0.130289007618594,-0.804453883204559,0.469830931999072,-0.308710454699675,0.978008185579022,-0.88453254090587,0.762304716405085,-1.9909564523977,2.8865056187545,1.16878765296991,0.179513451671062,0.162751033742886,0.316945039966098,-0.120826572152696,0.0276615421286031,0.0090010732867805,-0.143092797077863,-0.237101993489385,-0.0768931457646335,0.415926700609973,-0.401308176490319,0.792266690304154,-0.266844924942641,0.099195787037408,1.24,0
239331,150049.0,-2.09956832589654,2.91781040977953,-0.755084248614111,1.11123743417154,0.393682775048472,0.0784398421786034,-1.19111081344324,-5.69740264388394,-0.364734547678719,-0.524301331461972,-0.0906215450780436,-1.31615970062911,-1.40766539765959,-2.0440524714804,2.39229449800505,0.0046811879928347,3.27628678969602,1.8508730867283,2.09021175014255,-0.903389431004118,5.40641368040244,-1.54465126926678,0.180337953808927,-0.382831907063815,0.587266091435681,1.29751638929684,0.178390772296701,0.197654900853131,1.0,0
254707,156871.0,1.99295711976661,0.619513152890061,-2.87136543458176,0.816897534871448,0.805654904485161,-1.94343260154154,0.680970066134135,-0.450811673166138,0.544654633932146,-1.48241331158862,0.24926435974314,-0.387688254911477,-0.625498860204451,-2.68433817879739,0.814692917187783,0.422385351789373,2.34478238596516,1.12173984038916,-0.532184005458226,-0.145441324449707,-0.05917392689899,-0.0111267820728101,-0.0498528063676107,-0.295380019416326,0.339143306173947,-0.515665627068419,0.0282469480085452,0.0178413914254034,30.0,0
191415,129244.0,-2.48517301923205,1.41358680208326,0.451162740881955,-2.71480220570497,-1.32144647725762,-0.527243728331436,-0.863716647726389,1.15140335338536,0.193512662746226,0.948222187216066,-2.16922453243547,-2.26530488102816,-2.43142713763132,0.184645911569833,0.341154754501366,2.08872152993367,-0.0478891759157023,-0.656330217526234,0.0288459414082752,0.435330616530139,-0.152280698996719,-0.538064591767403,-0.190231525158664,-0.839401692945257,0.743276204681504,-0.28995100000998,0.526931336932144,0.293203100330648,8.0,0
15736,27163.0,-23.9141008948243,13.7659421584186,-25.7337337663194,6.2909179135006,-17.7848236618953,-4.57249762015164,-17.3907644695894,15.7941361803271,-3.81983218698836,-8.44226241787632,5.02011249777419,-7.0464278465108,0.692785249374773,-7.07689932873899,-0.0465348409616521,-6.20823797273981,-12.5320624040465,-4.82885763250639,0.978636193358608,1.64003733516462,1.77339928248294,-1.74842552125898,-1.09310448820022,0.147807442391992,1.66379235724108,-0.221024471156944,1.45807561131952,0.43031504868091,99.99,1
161350,114116.0,-0.526104161788156,0.992200510426026,0.840346125186527,3.12807077006146,0.794417398944445,-0.328809395114045,0.888153547208604,-0.0228868197084002,-1.46147954365812,1.2755009551388,-1.13781926041873,-0.637446460117844,-0.140650016314926,0.213171265459164,-0.236320328402424,1.15685206767592,-0.998287648844909,-0.507402780345952,-1.21424713936008,-0.126702315591398,-0.391224498100015,-1.11221372791998,0.800200000788158,-0.131839792160266,-1.14576525996447,-0.668290986909513,0.293675284845406,0.155993608954686,47.26,0
258698,158776.0,0.279606800172945,0.497186110482727,-0.286756620456535,-0.82320431129779,0.71413697125473,-1.46308934822654,0.995169194501034,-0.295619751220003,0.177634778084199,-0.539693293945731,-1.20388926756596,0.103432510016076,-0.285358089360522,0.246222620179214,-0.992240591119654,0.0950245584520632,-0.707358697883705,-0.731220089006175,-0.711545507120545,-0.316240166855785,-0.0348077268261259,-0.0408476736642198,0.437941372097786,0.0303990766034086,-2.13488946208726,-0.253828857558776,0.290282524841174,0.349932793070248,1.98,0
12261,21419.0,-17.4677100117887,10.1148157246654,-24.2021422329158,11.8054692105913,-10.1980458075926,-2.5799380080012,-17.6567879964837,2.25690247596699,-6.24214930949065,-12.8306571996417,9.44266526535108,-13.5474858999444,0.960728558325579,-13.0287170264518,-0.426674498701321,-7.65266166506753,-11.4853277896478,-4.72136957553102,0.550519004149565,1.00151850195952,-2.32802441621057,0.940830319350178,1.29681706144136,-1.05510390359967,0.11179202805362,0.679694612203418,2.09354057112569,-1.42549145377361,1.0,1
23319,32696.0,1.32925361004019,0.264063532931333,-0.0488847403292459,0.320503030854157,0.0485954193829817,-0.678869017647794,0.228247559894325,-0.187474581945975,0.0084705292766877,-0.0683571224683449,-0.960472583094614,-0.10109554144729,-0.0416960344540336,0.410627804980377,1.02601750903923,0.476282339607097,-0.619433440794111,-0.589550940657846,0.418030614800694,-0.0894397374276174,-0.560464815549676,-1.68985850783023,0.164855996056329,-0.490515402164539,0.175747989415158,0.0291179419921698,-0.0544533150439411,0.0079671168973481,5.0,0
51387,44922.0,-0.523891947683764,0.375131329088848,0.863996065288296,-2.1178727657697,0.430086114718844,-0.429961968476952,0.944656171432309,-0.0590008402718351,0.421891231891459,-1.56005182490228,0.487674749668604,1.42770545493415,0.823266410843579,0.0218473120244662,-0.648827934249216,-0.310537876834825,-0.820250377412163,0.408154477086626,0.800586773406242,0.0534450578705268,-0.0054035852351308,0.0464563760939265,-0.178147536727241,-0.476353822182195,0.127536687475324,-0.810552676013117,0.132970901635125,0.129975666010638,53.35,0
80404,58469.0,-1.00978438591272,0.703493805956639,1.70430702022704,0.640504414333651,-0.837845042949791,-0.151238012805227,0.200385897463633,0.231849397092608,0.239568558909719,-0.231065091318102,-0.847754106369196,0.317568703733585,0.458495650312866,-0.421393523297043,0.187209896834592,-0.356137901254423,0.160354809104504,0.0466803202061146,0.73895234619954,0.131912118696529,0.116928659643357,0.767915631889427,0.0033852256257357,0.476951111971585,-0.150046097997879,0.523337853115469,0.0123160201578548,-0.120399500947986,69.99,0
98415,66653.0,1.2162779528786,-0.0897310078165514,0.339449057493629,-0.230456095555798,-0.418523814799613,-0.370873032630445,-0.240448112882702,0.0797968045115472,0.0672640550346718,-0.0495637532176961,1.61015279501155,0.706073178604276,-0.523289328203133,0.563760396649998,0.744872590925625,0.185045591604869,-0.247423596478573,-0.386978216884798,0.0074284770315629,-0.126882748917605,-0.0379889849790424,-0.114550231226749,0.0707623288380172,0.076366807366465,0.121208969465039,0.974469171977754,-0.0742408680167288,-0.0113461173258068,0.77,0
176923,122969.0,0.773313688154538,-2.60250456231668,-1.09094895745096,0.843950161939632,-1.62385825671302,-0.579736806377609,0.116710964126072,-0.144817996322212,1.34743639987977,-0.170770113562833,-1.23145204433215,-0.959544246473789,-1.96500584966984,0.512072092086566,1.20876122383556,0.740003347558297,-0.514030291064888,0.486317945447129,-0.545084898490913,0.979706557540328,0.53647045305446,0.122047524142626,-0.353558090747591,-0.0002418736595815,-0.655476365195436,0.592648221141213,-0.171765799923348,0.0579157401240986,649.2,0
14213,25255.0,-0.575076996016974,0.659972836310068,1.66938611552349,0.119489689017356,-0.086370545951554,0.122308214463334,0.319385375974016,0.329067118793848,-0.0061311022038057,-0.299518744593865,0.997650789454829,0.591506056786976,-1.06392860787423,0.0870093323565347,-1.03616427772401,-0.622820541138545,0.241435460215116,-0.307095999230838,0.185989449579243,8.45996587955436e-05,0.0662597525282472,0.486654378758107,-0.129131855059026,0.257075592202554,-0.291587697899202,0.365142146267815,0.365653283508414,0.18799154101632,6.99,0
68088,52826.0,-1.75742588382823,-1.41576211098988,0.887673957356782,-1.13863016861778,0.127799089813622,-1.34129905598935,0.745910390357098,-0.371983642693872,-1.26654941512061,-0.0118265628005591,-0.600798595504574,-0.442444513926587,0.631748592271757,-0.517053362604447,-0.822424300479655,0.717394046646171,0.290643974301655,-1.58246924538125,0.391930532084866,0.0294749960461522,0.222046707960192,0.821388447867487,0.691012902027397,0.444439148232777,0.488954726717407,-0.219910304232723,0.0895543416529919,0.094017383910022,181.89,0
104605,69146.0,-1.19249544741666,-0.0118622460955772,1.73442925503696,1.41641560654087,-0.26432628765999,0.70616022096859,-0.878010650860452,0.991794008163125,0.360566078254178,-0.580664460980367,-1.94796771412294,-1.28694184754559,-2.31435566156299,0.42326725041219,1.13628651609816,-0.13445397902268,0.439772366761301,0.413549331650466,0.820856039389118,0.0418949315634113,0.0362616111069862,-0.203548044092597,-0.151679882822107,-0.834512736347758,0.250363886988874,-0.123220547191757,-0.0549460037255288,-0.172032380082428,39.0,0
278663,168347.0,1.89356441215489,-0.139325548567495,-1.25520158416283,0.951017033417133,-0.0747332930688562,-0.765192427027993,0.0920616201327577,-0.199581776251999,1.31348397723857,-0.875508383317803,-0.809875526953308,1.02216536232861,0.371974685734569,-1.61515635530902,-1.43949601044716,-0.714191349738384,1.25330964633836,-0.587422472293371,0.405054933830127,-0.120649564561822,-0.376888935948118,-0.701541440833416,0.181066263317053,-0.100655455500014,0.0003581796609527,-0.504731111422524,0.0311267115022332,-0.014636168213338,49.04,0
248296,153875.0,-0.613695895305449,3.69877241384725,-5.53494116176501,5.62048638535855,1.64926285038792,-2.33514498091385,-0.907188472777421,0.706362095310651,-3.74764612466131,-4.23098383571181,4.43631907416962,-4.50380121641622,-0.954361345864011,-9.86137210765166,-0.505329037399437,0.269281953090911,0.591319064375358,1.79599192045908,-1.08520791024384,0.354772932978025,0.319260753518317,-0.471378905146116,-0.075890410682347,-0.667909264857987,-0.642848415713801,0.0706001067101182,0.488409527815439,0.292344974289491,0.0,1
152643,97428.0,-0.0919208985790093,0.249200362624018,1.92160811148801,-0.347137855994433,-0.715988376222516,-0.331650158460256,-0.151772287685902,0.124609276122654,1.64715786892618,-0.927984285862498,2.07998733987771,-1.57953654473877,1.64806007199556,1.20700198757948,-1.16592871357097,0.687224043117505,-0.0695837378640052,0.746240985617032,-0.64165850814007,-0.105372545968166,0.0703522228803184,0.437165694337465,0.210958062505456,0.507575154999597,-0.960987884636096,0.312543554644463,0.0201480465449936,0.0494667855644585,39.0,0
19576,30392.0,-1.15695774054477,0.764195373298237,0.550330800743156,-0.679111903975922,0.0462904437165452,-0.669107008013559,1.18457318916844,0.309407077081976,-1.16588288790004,-0.936319953687258,0.762485923983717,0.695512223304739,-0.0829710259100443,0.857301699161228,-0.687750688635555,0.6740268319599,-0.766689951959166,-0.0978744619388443,-0.196436119745237,0.0853713078974378,-0.124218682392041,-0.917606550429249,0.288745289712604,-0.0450653581394378,-0.146692112074251,-0.0644479806000166,-0.151391356771483,0.024357716544508,137.9,0
267721,162897.0,-0.364400956138396,0.424695390924099,0.550541617215842,-0.506500881002487,0.592253722282929,0.495960693718259,0.833759541741757,0.150594127946469,-0.373037735468615,-0.482314047596019,-0.012295966003839,0.0054854804712169,-0.565720951609124,0.343117784562446,-0.412486282298854,0.301384822081669,-0.786368283147098,0.67546221569693,0.800813469483566,0.14734819480749,0.101287678444372,0.133322804080836,-0.0078000260972888,0.091975515221338,-0.288711008815732,0.252966163603875,0.0777500914927879,0.152911351543784,89.95,0
193875,130331.0,-0.0183056553459345,1.09424967702749,0.0849066075678002,0.286613764523666,0.653598893766026,-0.0895756297414387,0.345768628246143,0.21364173039302,-0.369216006373734,-1.50741457494804,1.84125817822613,0.256389118947377,0.175028762450038,-2.9438753934847,0.422207589895977,1.08733290939775,1.8879080560402,1.49686719484323,0.663754043736709,0.197301569632888,-0.296057650302536,-0.840438693972133,0.128076718746928,0.446799054557367,-0.70660870461968,0.228271969115555,0.073188380368684,0.110019371260529,26.1,0
57504,47937.0,0.88917547297194,-0.830524525734581,0.344500553979577,0.538528344764013,-0.805818283527187,0.0724428720232095,-0.253242373718193,0.0457201056750891,-1.34511333059185,0.891315520528367,1.3338461080418,0.750349958239077,0.385462921497757,0.404126027342513,0.413322656454579,-1.33707924947553,-0.218980514088183,1.23726956086585,-1.31548104038241,-0.177179320992302,-0.242149888280892,-0.633130429229086,-0.0659356000124679,-0.0245006243372798,0.223913962479688,-0.455048701942693,0.0269593296515919,0.0510936554303984,192.0,0
213741,139376.0,-1.39793243608186,1.78480754919615,0.854459164540233,0.84388187211594,-0.722284188593067,-0.183819324817442,-0.41555938764501,0.938829844883278,-0.171072247666715,-0.169347142969979,-1.26372048894685,0.148411579055651,0.31500638045649,0.458498755673607,1.05031773561697,0.143141134042331,-0.0754089345017261,0.608317965193824,0.193137026478014,0.027577338929375,0.314207287437934,0.908340744017478,-0.188183367014242,-0.0894540287217733,0.0755425169238866,-0.350383372040671,0.16569816740357,0.148723858912652,1.0,0
44091,41791.0,-7.22273130585545,6.15577293013926,-10.8264598371575,4.1807791786876,-6.12355510135628,-3.11413648152623,-6.89511228298774,5.16151637665229,-2.51647653288733,-6.40337055173194,3.18605794805635,-6.85557098142662,-0.837722614772195,-8.03661487513855,0.956969643768367,-4.55719345408278,-7.65470424350142,-2.58841864362628,0.718555009324824,0.818859416826789,0.91270032192132,-0.630358133073199,0.190886662173033,-0.0612634320139128,0.379774656663009,-0.266845465234688,1.19369457713473,0.257468457389868,99.99,1
84221,60211.0,0.998997955637126,0.0708628943161104,1.41188639723599,2.43539417874527,-0.42961665657145,1.2796231056707,-0.844582455146532,0.622588376308374,-0.13577394956743,0.659116653380357,1.13601948427771,0.335293439372305,-1.17162030161276,0.198744388013736,0.0590462328141419,0.460335756993692,-0.187243085798125,-0.364391962834277,-1.40696804090479,-0.275482359310811,0.0502460102432213,0.207730033680871,0.110425214128929,-0.321923272860684,0.0527947284069109,-0.003416049224518,0.0592320177610471,0.0174624760554451,3.0,0
